Customer_ID,Risk_Level,Hidden_Persona,Offer_Category,Offer_Details,Data_Leftover_Rule,Projected_Next_Spend
CUST_0917,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0918,High,2,Limited Free Booster,Provide 6GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0919,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0920,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0921,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0922,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0923,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0924,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0925,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0926,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0927,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0928,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0929,High,1,Unused Data Credit,Crediting ₹25.5 for 17.0GB unused data. Next recharge drops to ₹363.5.,N/A,363.5
CUST_0930,High,2,Limited Free Booster,Provide 6GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0931,Medium,1,Unused Data Credit,Crediting ₹42.45 for 28.3GB unused data. Next recharge drops to ₹346.55.,N/A,346.55
CUST_0932,High,2,Limited Free Booster,Provide 5GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0933,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0934,High,1,Unused Data Credit,Crediting ₹34.65 for 23.1GB unused data. Next recharge drops to ₹354.35.,N/A,354.35
CUST_0935,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0936,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0937,High,1,Unused Data Credit,Crediting ₹28.5 for 19.0GB unused data. Next recharge drops to ₹360.5.,N/A,360.5
CUST_0938,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0939,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0940,High,2,Limited Free Booster,Provide 6GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0941,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0942,High,2,Limited Free Booster,Provide 5GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0943,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0944,Medium,1,Unused Data Credit,Crediting ₹30.9 for 20.6GB unused data. Next recharge drops to ₹358.1.,N/A,358.1
CUST_0945,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0946,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0947,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0948,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0949,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0950,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0951,Medium,1,Unused Data Credit,Crediting ₹50.25 for 33.5GB unused data. Next recharge drops to ₹338.75.,N/A,338.75
CUST_0952,Medium,1,Unused Data Credit,Crediting ₹23.1 for 15.4GB unused data. Next recharge drops to ₹365.9.,N/A,365.9
CUST_0953,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0954,High,1,Unused Data Credit,Crediting ₹25.8 for 17.2GB unused data. Next recharge drops to ₹363.2.,N/A,363.2
CUST_0955,High,1,Unused Data Credit,Crediting ₹35.25 for 23.5GB unused data. Next recharge drops to ₹353.75.,N/A,353.75
CUST_0956,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0957,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0958,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0959,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0960,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0961,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0962,Medium,1,Unused Data Credit,Crediting ₹48.75 for 32.5GB unused data. Next recharge drops to ₹340.25.,N/A,340.25
CUST_0963,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0964,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0965,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0966,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0967,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0968,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0969,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0970,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0971,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0972,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0973,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0974,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0975,High,2,Limited Free Booster,Provide 6GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0976,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0977,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0978,High,1,Unused Data Credit,Crediting ₹28.5 for 19.0GB unused data. Next recharge drops to ₹360.5.,N/A,360.5
CUST_0979,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0980,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0981,High,2,Limited Free Booster,Provide 6GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0982,High,1,Unused Data Credit,Crediting ₹44.7 for 29.8GB unused data. Next recharge drops to ₹344.3.,N/A,344.3
CUST_0983,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0984,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0985,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0986,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0987,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_0988,High,1,Unused Data Credit,Crediting ₹31.8 for 21.2GB unused data. Next recharge drops to ₹357.2.,N/A,357.2
CUST_0989,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0990,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0991,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0992,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0993,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_0994,High,1,Unused Data Credit,Crediting ₹31.8 for 21.2GB unused data. Next recharge drops to ₹357.2.,N/A,357.2
CUST_0995,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_0996,High,2,Limited Free Booster,Provide 5GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_0997,Medium,1,Unused Data Credit,Crediting ₹45.75 for 30.5GB unused data. Next recharge drops to ₹343.25.,N/A,343.25
CUST_0998,Medium,1,Unused Data Credit,Crediting ₹50.7 for 33.8GB unused data. Next recharge drops to ₹338.3.,N/A,338.3
CUST_0999,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1000,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1001,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1002,Medium,1,Unused Data Credit,Crediting ₹30.6 for 20.4GB unused data. Next recharge drops to ₹358.4.,N/A,358.4
CUST_1003,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_1004,Medium,1,Unused Data Credit,Crediting ₹48.6 for 32.4GB unused data. Next recharge drops to ₹340.4.,N/A,340.4
CUST_1005,High,2,Limited Free Booster,Provide 5GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_1006,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_1007,High,1,Unused Data Credit,Crediting ₹30.15 for 20.1GB unused data. Next recharge drops to ₹358.85.,N/A,358.85
CUST_1008,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1009,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_1010,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1011,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1012,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1013,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_1014,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1015,Medium,1,Unused Data Credit,Crediting ₹49.65 for 33.1GB unused data. Next recharge drops to ₹339.35.,N/A,339.35
CUST_1016,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_1017,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1018,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1019,High,1,Unused Data Credit,Crediting ₹47.4 for 31.6GB unused data. Next recharge drops to ₹341.6.,N/A,341.6
CUST_1020,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1021,High,1,Unused Data Credit,Crediting ₹47.4 for 31.6GB unused data. Next recharge drops to ₹341.6.,N/A,341.6
CUST_1022,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1023,Medium,1,Unused Data Credit,Crediting ₹32.55 for 21.7GB unused data. Next recharge drops to ₹356.45.,N/A,356.45
CUST_1024,High,1,Unused Data Credit,Crediting ₹34.5 for 23.0GB unused data. Next recharge drops to ₹354.5.,N/A,354.5
CUST_1025,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_1026,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1027,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1028,High,2,Limited Free Booster,Provide 6GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_1029,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_1030,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1031,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_1032,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_1033,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1034,High,1,Unused Data Credit,Crediting ₹47.55 for 31.7GB unused data. Next recharge drops to ₹341.45.,N/A,341.45
CUST_1035,High,2,Limited Free Booster,Provide 5GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_1036,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1037,Medium,1,Unused Data Credit,Crediting ₹50.55 for 33.7GB unused data. Next recharge drops to ₹338.45.,N/A,338.45
CUST_1038,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_1039,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1040,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1041,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_1042,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1043,High,2,Limited Free Booster,Provide 6GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_1044,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_1045,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_1046,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_1047,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1048,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1049,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_1050,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1051,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1052,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1053,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_1054,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_1055,High,2,Limited Free Booster,Provide 5GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_1056,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_1057,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1058,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_1059,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_1060,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1061,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1062,High,2,Limited Free Booster,Provide 5GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_1063,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_1064,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1065,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1066,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1067,High,1,Unused Data Credit,Crediting ₹27.3 for 18.2GB unused data. Next recharge drops to ₹361.7.,N/A,361.7
CUST_1068,Medium,1,Unused Data Credit,Crediting ₹48.0 for 32.0GB unused data. Next recharge drops to ₹341.0.,N/A,341.0
CUST_1069,High,1,Unused Data Credit,Crediting ₹34.8 for 23.2GB unused data. Next recharge drops to ₹354.2.,N/A,354.2
CUST_1070,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_1071,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_1072,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_1073,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_1074,Medium,1,Unused Data Credit,Crediting ₹30.15 for 20.1GB unused data. Next recharge drops to ₹358.85.,N/A,358.85
CUST_1075,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1076,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1077,High,2,Limited Free Booster,Provide 5GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_1078,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1079,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1080,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_1081,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1082,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_1083,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_1084,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1085,High,1,Unused Data Credit,Crediting ₹44.55 for 29.7GB unused data. Next recharge drops to ₹344.45.,N/A,344.45
CUST_1086,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_1087,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_1088,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1089,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_1090,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1091,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1092,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1093,Medium,1,Unused Data Credit,Crediting ₹55.8 for 37.2GB unused data. Next recharge drops to ₹333.2.,N/A,333.2
CUST_1094,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1095,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1096,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_1097,Medium,1,Unused Data Credit,Crediting ₹57.0 for 38.0GB unused data. Next recharge drops to ₹332.0.,N/A,332.0
CUST_1098,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1099,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_1100,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1101,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1102,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1103,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_1104,Medium,1,Unused Data Credit,Crediting ₹40.65 for 27.1GB unused data. Next recharge drops to ₹348.35.,N/A,348.35
CUST_1105,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1106,High,2,Limited Free Booster,Provide 5GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_1107,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1108,High,2,Limited Free Booster,Provide 5GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_1109,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1110,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_1111,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1112,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1113,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1114,Medium,1,Unused Data Credit,Crediting ₹59.4 for 39.6GB unused data. Next recharge drops to ₹329.6.,N/A,329.6
CUST_1115,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1116,Medium,1,Unused Data Credit,Crediting ₹51.45 for 34.3GB unused data. Next recharge drops to ₹337.55.,N/A,337.55
CUST_1117,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_1118,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1119,Medium,1,Unused Data Credit,Crediting ₹45.6 for 30.4GB unused data. Next recharge drops to ₹343.4.,N/A,343.4
CUST_1120,Medium,1,Unused Data Credit,Crediting ₹59.7 for 39.8GB unused data. Next recharge drops to ₹329.3.,N/A,329.3
CUST_1121,High,2,Limited Free Booster,Provide 4GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_1122,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1123,High,3,Paid Booster Bundle,Offer 5GB Booster Bundle for ₹49. Cheaper than buying individual boosters.,YES - Partial Carry-Forward applies to unused paid booster data.,438.0
CUST_1124,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1125,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_1126,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1127,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1128,High,2,Limited Free Booster,Provide 6GB Free Booster Data. No extra cost.,STRICT NO - Free data vanishes. Unused data reduces next month's offer limit.,389.0
CUST_1129,High,1,Unused Data Credit,Crediting ₹41.7 for 27.8GB unused data. Next recharge drops to ₹347.3.,N/A,347.3
CUST_1130,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_1131,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_1132,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1133,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1134,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
CUST_1135,High,4,Plan Upgrade + Value Benefit,Recommend ₹440 Plan (3GB/day). Bundled with 1-month Spotify Premium to justify price jump.,N/A,440.0
CUST_1136,Medium,1,Unused Data Credit,Crediting ₹23.25 for 15.5GB unused data. Next recharge drops to ₹365.75.,N/A,365.75
CUST_1137,Low,0,No Action Needed,Customer usage is optimal. Low churn risk.,N/A,389.0
